epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,9.177168,9.177168,0.000000,4.305207,4.305207,0.000000,158.849436
2,4.427459,4.427459,0.000000,1.859052,1.859052,0.000000,170.936826
3,2.842427,2.842427,0.000000,1.332812,1.332812,0.000000,172.113057
4,1.667379,1.667379,0.000000,0.683270,0.683270,0.000000,171.247916
5,0.905965,0.905965,0.000000,0.461384,0.461384,0.000000,168.780053
6,0.608302,0.608302,0.000000,0.423235,0.423235,0.000000,169.228381
7,0.424764,0.424764,0.000000,0.425285,0.425285,0.000000,159.616894
8,0.311411,0.311411,0.000000,0.459904,0.459904,0.000000,160.841794
9,0.255759,0.255759,0.000000,0.500450,0.500450,0.000000,155.671750
10,0.228434,0.228434,0.000000,0.536853,0.536853,0.000000,162.077781
11,0.215016,0.215016,0.000000,0.566282,0.566282,0.000000,160.761662
12,0.208427,0.208427,0.000000,0.588832,0.588832,0.000000,157.103500
13,0.205191,0.205191,0.000000,0.605572,0.605572,0.000000,157.017123
14,0.203600,0.203600,0.000000,0.617773,0.617773,0.000000,162.200948
15,0.202819,0.202819,0.000000,0.626537,0.626537,0.000000,160.972695
