epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,7.351892,0.000000,7.351892,4.414442,0.000000,4.414442,134.370718
2,4.259938,0.000000,4.259938,4.049285,0.000000,4.049285,126.078815
3,3.963099,0.000000,3.963099,2.381170,0.000000,2.381170,131.175646
4,2.447528,0.000000,2.447528,1.491533,0.000000,1.491533,145.254483
5,1.587134,0.000000,1.587134,1.030021,0.000000,1.030021,137.065846
6,1.098411,0.000000,1.098411,0.800569,0.000000,0.800569,141.453906
7,0.820585,0.000000,0.820585,0.694684,0.000000,0.694684,136.820799
8,0.662482,0.000000,0.662482,0.652849,0.000000,0.652849,140.333306
9,0.572385,0.000000,0.572385,0.642817,0.000000,0.642817,138.939646
10,0.520949,0.000000,0.520949,0.647423,0.000000,0.647423,141.131793
11,0.491515,0.000000,0.491515,0.657781,0.000000,0.657781,144.985596
12,0.474618,0.000000,0.474618,0.669481,0.000000,0.669481,150.629930
13,0.464880,0.000000,0.464880,0.680501,0.000000,0.680501,141.695376
14,0.459239,0.000000,0.459239,0.690049,0.000000,0.690049,151.353092
15,0.455950,0.000000,0.455950,0.697947,0.000000,0.697947,143.452914
