epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,7.809469,0.000000,7.809469,5.061400,0.000000,5.061400,194.058556
2,5.151385,0.000000,5.151385,3.229832,0.000000,3.229832,178.690299
3,3.406830,0.000000,3.406830,2.098394,0.000000,2.098394,202.600970
4,2.305485,0.000000,2.305485,1.430880,0.000000,1.430880,195.068302
5,1.615445,0.000000,1.615445,1.044993,0.000000,1.044993,168.264280
6,1.183400,0.000000,1.183400,0.828653,0.000000,0.828653,165.084237
7,0.912673,0.000000,0.912673,0.713108,0.000000,0.713108,150.619408
8,0.742938,0.000000,0.742938,0.656464,0.000000,0.656464,150.503766
9,0.636449,0.000000,0.636449,0.633383,0.000000,0.633383,140.211751
10,0.569579,0.000000,0.569579,0.628707,0.000000,0.628707,160.684774
11,0.527542,0.000000,0.527542,0.633499,0.000000,0.633499,162.243464
12,0.501080,0.000000,0.501080,0.642595,0.000000,0.642595,159.010687
13,0.484395,0.000000,0.484395,0.653108,0.000000,0.653108,165.872629
14,0.473851,0.000000,0.473851,0.663496,0.000000,0.663496,175.768425
15,0.467171,0.000000,0.467171,0.673008,0.000000,0.673008,167.627648
