epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,5.344304,0.000000,5.344304,2.033386,0.000000,2.033386,323.542481
2,1.566747,0.000000,1.566747,0.862599,0.000000,0.862599,318.755169
3,0.777197,0.000000,0.777197,0.654149,0.000000,0.654149,317.580273
4,0.551502,0.000000,0.551502,0.644747,0.000000,0.644747,307.438346
5,0.491711,0.000000,0.491711,0.671241,0.000000,0.671241,311.811567
6,0.466485,0.000000,0.466485,0.676898,0.000000,0.676898,311.307030
7,0.465191,0.000000,0.465191,0.697441,0.000000,0.697441,314.693043
8,0.460059,0.000000,0.460059,0.686232,0.000000,0.686232,322.883491
9,0.462149,0.000000,0.462149,0.701616,0.000000,0.701616,321.057777
10,0.459334,0.000000,0.459334,0.711019,0.000000,0.711019,321.521125
11,0.458141,0.000000,0.458141,0.715792,0.000000,0.715792,307.367354
12,0.457238,0.000000,0.457238,0.715928,0.000000,0.715928,322.847139
13,0.457680,0.000000,0.457680,0.718202,0.000000,0.718202,317.867166
14,0.457520,0.000000,0.457520,0.719308,0.000000,0.719308,313.950725
15,0.457425,0.000000,0.457425,0.719831,0.000000,0.719831,311.746690
