epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,10.928874,10.928874,0.000000,6.838403,6.838403,0.000000,308.675572
2,7.967945,7.967945,0.000000,4.718122,4.718122,0.000000,309.960449
3,5.648358,5.648358,0.000000,3.079970,3.079970,0.000000,310.710230
4,3.906554,3.906554,0.000000,2.005808,2.005808,0.000000,306.323623
5,2.718992,2.718992,0.000000,1.327879,1.327879,0.000000,315.628198
6,1.912201,1.912201,0.000000,0.909844,0.909844,0.000000,313.026923
7,1.365766,1.365766,0.000000,0.663934,0.663934,0.000000,304.638977
8,0.991469,0.991469,0.000000,0.524424,0.524424,0.000000,354.112498
9,0.738468,0.738468,0.000000,0.453473,0.453473,0.000000,402.360791
10,0.566575,0.566575,0.000000,0.424891,0.424891,0.000000,391.805743
11,0.449931,0.449931,0.000000,0.421902,0.421902,0.000000,389.272139
12,0.370432,0.370432,0.000000,0.433183,0.433183,0.000000,393.962583
13,0.316528,0.316528,0.000000,0.451888,0.451888,0.000000,404.443570
14,0.279904,0.279904,0.000000,0.473688,0.473688,0.000000,395.289872
15,0.255021,0.255021,0.000000,0.495984,0.495984,0.000000,405.957165
