epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,8.945171,8.945171,0.000000,4.017885,4.017885,0.000000,179.949455
2,4.015369,4.015369,0.000000,1.587358,1.587358,0.000000,178.208256
3,1.844742,1.844742,0.000000,0.715274,0.715274,0.000000,177.038728
4,1.902209,1.902209,0.000000,1.014808,1.014808,0.000000,175.991861
5,1.298262,1.298262,0.000000,0.562288,0.562288,0.000000,177.796371
6,0.717321,0.717321,0.000000,0.430233,0.430233,0.000000,180.765053
7,0.444258,0.444258,0.000000,0.423436,0.423436,0.000000,177.384171
8,0.315902,0.315902,0.000000,0.458124,0.458124,0.000000,174.994604
9,0.334066,0.334066,0.000000,0.439366,0.439366,0.000000,169.370087
10,0.279524,0.279524,0.000000,0.479196,0.479196,0.000000,171.469082
11,0.239261,0.239261,0.000000,0.518867,0.518867,0.000000,174.943407
12,0.219914,0.219914,0.000000,0.552153,0.552153,0.000000,160.631815
13,0.210615,0.210615,0.000000,0.578005,0.578005,0.000000,160.850599
14,0.206145,0.206145,0.000000,0.597261,0.597261,0.000000,169.656990
15,0.204675,0.204675,0.000000,0.603244,0.603244,0.000000,167.048938
