epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,9.049530,9.049530,0.000000,4.181989,4.181992,0.000000,428.630218
2,4.224315,4.224324,0.000000,1.684093,1.684104,0.000000,430.970735
3,1.942203,1.942221,0.000000,0.745075,0.745093,0.000000,437.465173
4,0.951297,0.951323,0.000000,0.466596,0.466619,0.000000,437.580940
5,0.524372,0.524405,0.000000,0.423949,0.423975,0.000000,433.396173
6,0.340343,0.340381,0.000000,0.456655,0.456684,0.000000,423.080776
7,0.261113,0.261153,0.000000,0.504477,0.504508,0.000000,429.514830
8,0.227183,0.227226,0.000000,0.547425,0.547457,0.000000,429.662061
9,0.212215,0.212259,0.000000,0.580263,0.580296,0.000000,426.007974
10,0.218538,0.218582,0.000000,0.550909,0.550941,0.000000,423.235549
11,0.211491,0.211535,0.000000,0.582172,0.582205,0.000000,427.605150
12,0.205673,0.205718,0.000000,0.604785,0.604818,0.000000,435.568902
13,0.203117,0.203163,0.000000,0.620695,0.620730,0.000000,420.895168
14,0.201969,0.202016,0.000000,0.631547,0.631581,0.000000,434.800319
15,0.201529,0.201576,0.000000,0.639059,0.639094,0.000000,437.261389
