epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,valid_i_rmse,valid_u_rmse,learning_rate,time
1,0.001464,0.001464,0.000000,0.000186,0.000186,0.000000,0.909694,0.976901,0.500000,178.099171
2,0.001378,0.001378,0.000000,0.000184,0.000184,0.000000,0.905003,0.976901,0.500000,177.034005
3,0.001365,0.001365,0.000000,0.000184,0.000184,0.000000,0.903822,0.976901,0.500000,176.848435
4,0.001359,0.001359,0.000000,0.000183,0.000183,0.000000,0.903509,0.976901,0.500000,175.130602
5,0.001355,0.001355,0.000000,0.000183,0.000183,0.000000,0.903545,0.976901,0.500000,172.483723
6,0.001352,0.001352,0.000000,0.000183,0.000183,0.000000,0.903754,0.976901,0.500000,175.047300
7,0.001350,0.001350,0.000000,0.000184,0.000184,0.000000,0.904030,0.976901,0.500000,175.850174
8,0.001347,0.001347,0.000000,0.000184,0.000184,0.000000,0.904298,0.976901,0.500000,171.800996
9,0.001345,0.001345,0.000000,0.000184,0.000184,0.000000,0.904532,0.976901,0.500000,171.044916
10,0.001342,0.001342,0.000000,0.000184,0.000184,0.000000,0.904741,0.976901,0.500000,170.896253
11,0.001339,0.001339,0.000000,0.000184,0.000184,0.000000,0.905099,0.976901,0.500000,168.693775
