epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,valid_i_rmse,valid_u_rmse,learning_rate,time
1,4196165.000000,4196165.000000,0.000000,0.002479,0.002479,0.000000,3.321164,1.029293,0.500000,251.256638
2,0.018274,0.018274,0.000000,0.002221,0.002221,0.000000,3.145750,1.029293,0.500000,263.250134
3,0.016503,0.016503,0.000000,0.002023,0.002023,0.000000,3.003569,1.029293,0.500000,268.996572
4,0.015067,0.015067,0.000000,0.001856,0.001856,0.000000,2.878167,1.029293,0.500000,278.796753
5,0.013843,0.013843,0.000000,0.001712,0.001712,0.000000,2.765285,1.029293,0.500000,266.837063
6,0.012774,0.012774,0.000000,0.001585,0.001585,0.000000,2.661413,1.029293,0.500000,278.022934
7,0.011828,0.011828,0.000000,0.001472,0.001472,0.000000,2.565307,1.029293,0.500000,277.769890
8,0.010979,0.010979,0.000000,0.001369,0.001369,0.000000,2.474483,1.029293,0.500000,264.697900
9,0.010201,0.010201,0.000000,0.001274,0.001274,0.000000,2.387340,1.029293,0.500000,285.937305
10,0.009473,0.009473,0.000000,0.001183,0.001183,0.000000,2.301022,1.029293,0.500000,278.340398
11,0.008774,0.008774,0.000000,0.001095,0.001095,0.000000,2.214167,1.029293,0.500000,273.691084
12,0.008090,0.008090,0.000000,0.001008,0.001008,0.000000,2.124293,1.029293,0.500000,295.484391
13,0.007409,0.007409,0.000000,0.000921,0.000921,0.000000,2.031003,1.029293,0.500000,314.898933
14,0.006731,0.006731,0.000000,0.000835,0.000835,0.000000,1.932977,1.029293,0.500000,329.478570
15,0.006055,0.006055,0.000000,0.000749,0.000749,0.000000,1.831034,1.029293,0.500000,316.844438
