epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,8.008148,0.000000,8.008148,5.544557,0.000000,5.544557,310.166672
2,5.571038,0.000000,5.571038,3.785089,0.000000,3.785089,310.346104
3,3.917457,0.000000,3.917457,2.629666,0.000000,2.629666,300.730239
4,2.798205,0.000000,2.798205,1.875514,0.000000,1.875514,301.910410
5,2.040465,0.000000,2.040465,1.388218,0.000000,1.388218,299.797424
6,1.527371,0.000000,1.527371,1.077381,0.000000,1.077381,302.751650
7,1.179861,0.000000,1.179861,0.882570,0.000000,0.882570,303.887133
8,0.944435,0.000000,0.944435,0.763499,0.000000,0.763499,303.652029
9,0.784891,0.000000,0.784891,0.693417,0.000000,0.693417,303.349690
10,0.676730,0.000000,0.676730,0.654607,0.000000,0.654607,297.087262
11,0.603369,0.000000,0.603369,0.635496,0.000000,0.635496,308.144974
12,0.552784,0.000000,0.552784,0.628294,0.000000,0.628294,311.566061
13,0.519910,0.000000,0.519910,0.628213,0.000000,0.628213,302.619855
14,0.496888,0.000000,0.496888,0.632097,0.000000,0.632097,305.482558
15,0.481225,0.000000,0.481225,0.637964,0.000000,0.637964,307.081034
