epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,5.069924,0.000000,5.069924,1.489730,0.000000,1.489730,340.433157
2,1.132686,0.000000,1.132686,0.668294,0.000000,0.668294,325.086608
3,0.569574,0.000000,0.569574,0.652287,0.000000,0.652287,328.010020
4,0.487837,0.000000,0.487837,0.684323,0.000000,0.684323,331.313903
5,0.473757,0.000000,0.473757,0.702279,0.000000,0.702279,320.935376
6,0.470760,0.000000,0.470760,0.709641,0.000000,0.709641,322.444513
7,0.469998,0.000000,0.469998,0.711996,0.000000,0.711996,322.663957
8,0.469665,0.000000,0.469665,0.712582,0.000000,0.712582,322.883551
9,0.469686,0.000000,0.469686,0.713228,0.000000,0.713228,333.317412
10,0.469643,0.000000,0.469643,0.713537,0.000000,0.713537,329.139980
11,0.469609,0.000000,0.469609,0.713571,0.000000,0.713571,328.629489
12,0.469631,0.000000,0.469631,0.713470,0.000000,0.713470,332.900368
13,0.469623,0.000000,0.469623,0.713621,0.000000,0.713621,332.140136
14,0.469611,0.000000,0.469611,0.713691,0.000000,0.713691,327.132223
15,0.469551,0.000000,0.469551,0.713339,0.000000,0.713339,332.911115
16,0.469620,0.000000,0.469620,0.713464,0.000000,0.713464,327.792226
17,0.469617,0.000000,0.469617,0.713574,0.000000,0.713574,334.386496
18,0.469616,0.000000,0.469616,0.713666,0.000000,0.713666,335.657260
19,0.469607,0.000000,0.469607,0.713701,0.000000,0.713701,340.396603
20,0.469515,0.000000,0.469515,0.713189,0.000000,0.713189,342.664326
21,0.469644,0.000000,0.469644,0.713511,0.000000,0.713511,337.865266
22,0.469614,0.000000,0.469614,0.713591,0.000000,0.713591,322.455177
23,0.469535,0.000000,0.469535,0.713094,0.000000,0.713094,324.111516
24,0.469650,0.000000,0.469650,0.713449,0.000000,0.713449,325.326177
25,0.469622,0.000000,0.469622,0.713589,0.000000,0.713589,321.663485
