epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,8.985667,8.985667,0.000000,4.103168,4.103168,0.000000,194.020616
2,4.161052,4.161052,0.000000,1.697557,1.697557,0.000000,170.048029
3,1.983449,1.983449,0.000000,0.781204,0.781204,0.000000,169.115116
4,1.003605,1.003605,0.000000,0.479373,0.479373,0.000000,173.290536
5,0.896865,0.896865,0.000000,0.520932,0.520932,0.000000,172.961812
6,0.641505,0.641505,0.000000,0.423844,0.423844,0.000000,191.696541
7,0.404124,0.404124,0.000000,0.432424,0.432424,0.000000,174.300657
8,0.294948,0.294948,0.000000,0.472460,0.472460,0.000000,174.515457
9,0.244733,0.244733,0.000000,0.515347,0.515347,0.000000,184.200861
10,0.221635,0.221635,0.000000,0.551664,0.551664,0.000000,173.106790
11,0.211008,0.211008,0.000000,0.579615,0.579615,0.000000,172.884216
12,0.206118,0.206118,0.000000,0.600107,0.600107,0.000000,178.151225
13,0.203868,0.203868,0.000000,0.614706,0.614706,0.000000,176.173554
14,0.202831,0.202831,0.000000,0.624925,0.624925,0.000000,175.782905
15,0.202353,0.202353,0.000000,0.632013,0.632013,0.000000,171.745560
