epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,10.458031,10.458031,0.000000,6.067347,6.067349,0.000000,425.584668
2,6.780941,6.780945,0.000000,3.656518,3.656523,0.000000,402.850785
3,4.391508,4.391516,0.000000,2.210414,2.210422,0.000000,403.979955
4,2.869924,2.869937,0.000000,1.359763,1.359775,0.000000,416.505901
5,1.900990,1.901009,0.000000,0.879183,0.879199,0.000000,404.409359
6,1.284009,1.284033,0.000000,0.616773,0.616792,0.000000,400.007498
7,0.891118,0.891147,0.000000,0.486270,0.486293,0.000000,404.456511
8,0.640913,0.640945,0.000000,0.432129,0.432153,0.000000,397.617130
9,0.481984,0.482019,0.000000,0.420823,0.420850,0.000000,405.032602
10,0.380081,0.380118,0.000000,0.432267,0.432295,0.000000,404.299125
11,0.315486,0.315526,0.000000,0.454246,0.454276,0.000000,409.032101
12,0.274357,0.274397,0.000000,0.479983,0.480014,0.000000,409.787194
13,0.248164,0.248206,0.000000,0.505755,0.505786,0.000000,410.001389
14,0.231483,0.231526,0.000000,0.529654,0.529686,0.000000,407.767232
15,0.220860,0.220905,0.000000,0.550844,0.550876,0.000000,405.831558
