epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,6.821538,6.821542,0.000000,1.786088,1.786099,0.000000,427.714931
2,1.562920,1.562940,0.000000,0.477882,0.477904,0.000000,430.024882
3,0.478834,0.478866,0.000000,0.434804,0.434833,0.000000,433.289191
4,0.266536,0.266573,0.000000,0.502960,0.502992,0.000000,435.253219
5,0.225822,0.225862,0.000000,0.550645,0.550679,0.000000,430.331289
6,0.207384,0.207426,0.000000,0.596938,0.596973,0.000000,434.966693
7,0.207381,0.207423,0.000000,0.559791,0.559824,0.000000,434.131875
8,0.206196,0.206238,0.000000,0.600907,0.600941,0.000000,440.099904
9,0.202424,0.202468,0.000000,0.622038,0.622073,0.000000,435.941518
10,0.201570,0.201614,0.000000,0.632398,0.632433,0.000000,433.917321
11,0.201373,0.201417,0.000000,0.637529,0.637564,0.000000,432.473457
12,0.202166,0.202210,0.000000,0.604315,0.604349,0.000000,429.242325
13,0.202251,0.202295,0.000000,0.623608,0.623643,0.000000,421.432583
14,0.201540,0.201583,0.000000,0.633172,0.633207,0.000000,436.602254
15,0.201381,0.201425,0.000000,0.637799,0.637834,0.000000,426.665932
