epoch,train_loss,train_i_loss,train_u_loss,valid_loss,valid_i_loss,valid_u_loss,time
1,6.816424,0.000000,6.816424,3.670935,0.000000,3.670935,144.943003
2,3.403307,0.000000,3.403307,3.253043,0.000000,3.253043,137.434930
3,3.202539,0.000000,3.202539,1.884962,0.000000,1.884962,141.326759
4,1.956228,0.000000,1.956228,1.193611,0.000000,1.193611,149.955430
5,1.275731,0.000000,1.275731,0.857182,0.000000,0.857182,138.732955
6,0.903875,0.000000,0.903875,0.703560,0.000000,0.703560,151.909167
7,0.700447,0.000000,0.700447,0.641751,0.000000,0.641751,150.224596
8,0.588991,0.000000,0.588991,0.624223,0.000000,0.624223,140.055643
9,0.527803,0.000000,0.527803,0.626588,0.000000,0.626588,166.291070
10,0.494121,0.000000,0.494121,0.636667,0.000000,0.636667,152.991646
11,0.475513,0.000000,0.475513,0.648646,0.000000,0.648646,145.097659
12,0.465185,0.000000,0.465185,0.659959,0.000000,0.659959,145.809117
13,0.459418,0.000000,0.459418,0.669655,0.000000,0.669655,147.416477
14,0.456171,0.000000,0.456171,0.677545,0.000000,0.677545,147.812524
15,0.454326,0.000000,0.454326,0.683768,0.000000,0.683768,144.382050
